"polygon_id","total_volume","total_length"
1334,864.977098074475,263.5
1185,226.426103936602,76.5
1571,350.436040812967,120.5
1536,110.352852499026,38.5
1522,74.358545588333,38
1526,84.888649547562,32.5
437,256.757010654693,73
1523,181.198398298096,47.5
449,239.825147513597,76
1195,532.223179454857,143
432,18.434337387537,6.5
1194,407.673279761676,148
1580,341.423992505071,144
1537,389.384102219453,108
1604,410.552216701274,152.5
920,587.038242730703,229.5
436,262.087317233526,83.5
428,31.0552724677057,14
429,72.6151423280648,42.5
1152,105.332103536819,39.5
434,184.612285913374,59.5
433,97.0894978914632,37
1574,94.9194444803904,52.5
910,677.604798643161,195
1147,186.757690282386,52
1154,423.124664604364,103.5
1524,321.929981737835,107.5
1151,134.35226051506,59
1598,116.816467755343,60.5
898,114.007310039353,59.5
1538,61.4663075220809,17.5
1599,200.159198942378,78
1591,134.683483661095,44.5
608,45.6851413649101,16.5
1592,129.506594368724,48
600,66.1376200314976,28
1594,18.7261280504866,8.5
1593,11.752103911292,6
601,52.2864901709078,21.5
1588,37.1062784072791,19.5
609,34.9809764933727,11.5
1153,454.5134754982,143
1589,38.5613557716462,20.5
1146,205.596523709086,93.5
1601,70.1399083244566,30
1602,281.510243985056,97
1597,123.694044400393,58.5
1148,188.147285870441,57
610,33.699856684375,11
1596,128.011374813645,44
911,286.881544501367,80
1163,91.0499220602766,32
612,36.4375204770453,14
1176,364.016311334949,72
614,32.5141996599691,22.5
909,666.194220007787,252
1160,53.98095730349,29
1159,67.2048582272584,33
1191,198.352663817155,68
905,742.715701357882,214
912,462.81803639789,189.5
915,224.19963839453,84
862,123.915551724823,45
1157,45.6813408513426,17.5
1166,381.846956360734,171.5
1158,42.7432881373047,15
1156,51.3199154945284,19
1548,585.832667162774,139.5
1155,39.1583531985232,16.5
1550,258.779914820143,65
1551,241.812355813,58.5
1553,39.2339291954023,15.5
865,198.237248121118,61.5
864,177.062659913357,54
1142,51.4576880872108,20.5
913,354.443244654231,179.5
942,229.167671518748,98.5
604,135.924968741373,58
951,448.973178547021,112.5
938,271.436347219947,120
941,128.035488173233,67.5
1495,63.5603922510488,28
647,98.649614773353,32.5
620,264.597068936493,96.5
957,599.224394117941,260.5
642,157.595648458846,71.5
196,168.446406782799,63
960,228.623616646359,82.5
962,152.120884542786,75.5
638,101.49957970759,49.5
1380,288.372629069507,107.5
173,187.986911249652,75
965,121.540162627091,56
176,28.7050406698517,17
197,114.337574690804,50
170,128.937550499167,48
198,85.4342100342965,33.5
975,273.539566185705,119.5
180,145.728806320761,42
846,287.583960185052,138.5
184,136.382139772882,56
977,404.345068856968,180.5
155,141.155672649038,41.5
183,75.3033394037097,27.5
982,26.0623278733487,12
983,37.3438967010085,14.5
1498,138.73307987482,68
984,35.6886045634064,15.5
988,517.02511062121,186
207,410.009616487937,97
1501,190.800630102803,94.5
649,50.9379485282984,25.5
1302,105.714928760816,29.5
1502,314.642806513308,101.5
187,46.4248893636756,19.5
1295,77.9910331964362,25.5
1294,73.7263498217618,24.5
652,69.739901684178,28.5
1503,613.731341392516,175
189,30.3085917026051,12.5
10,668.229207820654,193
126,703.456680641506,207.5
998,298.309561624741,83.5
860,103.50671714978,40
999,268.382215194079,94
167,473.041615277893,119
204,42.3101421472277,16
889,195.075027367625,51
1505,62.940217426285,30
141,51.2766509650213,35
143,89.8087888483768,31.5
144,92.2365944196702,39.5
651,51.2485964534534,26.5
145,98.8267623980863,42.5
1012,126.316308411179,49.5
1013,137.067701544085,52.5
1017,298.064505457026,154
203,208.319406976446,59.5
779,503.015218377727,112
813,79.7470661174473,33.5
1560,236.297389114663,93.5
1024,434.288007923846,170.5
1027,555.821870408418,220.5
227,42.105999264284,16
755,655.963575666742,186.5
1020,199.367999498401,85
741,1217.53096054178,325
1021,183.652485195016,86.5
218,71.9925616109517,28
1564,182.16825256594,75.5
1028,271.316242344787,86.5
1033,270.852340086197,89
814,177.912370033463,91
219,67.3670800083549,25
244,46.1148499388086,24
588,175.837746009578,80.5
258,312.355775626558,124
242,108.102089056242,41
257,138.842402991251,61
590,73.3810794269569,26.5
239,129.822812874165,52.5
238,184.657104098532,48.5
1072,157.130714464448,40
1073,550.813392407342,75.5
251,86.8533204107739,31
1257,1028.87036621266,268
1485,270.781578415495,116.5
1255,657.834684007299,232
1259,785.861243988121,238
1241,19.5643232061859,12.5
1486,306.295489105558,134
272,145.02516198668,51
877,864.854946032653,255
497,514.782442437861,105
90,440.444781311598,142.5
83,123.242599186865,54
92,48.3872032611738,16
569,58.1616874799268,28.5
874,553.883918475615,215.5
902,147.709423401979,50
1447,625.360138752953,161
21,425.291161170483,102.5
479,362.00687656419,140
264,62.7608456019884,24
495,712.837299121289,180
875,615.836611177848,199
87,202.450285818171,68.5
1230,512.281871549978,175.5
1063,194.007500393792,65.5
547,108.078038575135,52
544,105.749545091213,43.5
280,45.7450268527053,20
1448,244.221495800272,76
1064,165.30399033707,91
596,42.836538197629,17
309,46.5170465309975,17.5
597,145.092705764274,34.5
285,71.277310551342,34
1227,19.0916921252776,10
124,79.1700019406453,46.5
308,39.2673506023117,14.5
286,340.778265644923,116
63,48.7794770255682,17
519,25.8559481654908,10
1214,163.552947945635,73
929,865.86988607996,260
571,39.6455566787249,17.5
1233,507.923749719979,173.5
1277,132.073597533661,71
574,29.8145699940966,17.5
1092,232.217670130058,101
86,329.532082627078,94.5
1091,277.425659493804,108.5
675,201.04692713538,75
1305,389.035489038794,120.5
1087,114.042148786956,42
296,130.980613315592,39
1103,595.176120716256,235
476,407.616512693414,122.5
297,144.815653674145,43.5
525,76.0970795997599,31
298,155.212494536284,43
1069,98.7421111216719,35
503,28.5734182802246,10
300,161.823685883593,51
526,80.8567050203611,25.5
490,43.1214417391419,27
97,199.797971911716,58
