polygon_id,avg_elev,avg_min_elev,avg_max_elev
1302,20.206630643208822,20.11651865641276,20.41918315887451
1502,20.441796798332064,20.235400985268985,20.633342733570174
187,20.278047227859496,20.12744812965393,20.51909966468811
1295,20.489151367774376,20.333347137157734,20.60706773171058
1294,20.529142532348633,20.31622917175293,20.63886863708496
652,20.3585960125101,20.246023868692333,20.594139954139447
1503,20.488697818201832,20.24996122811255,20.703005896674263
189,20.45564372722919,20.268753125117374,20.60275620680589
10,20.38273329328197,20.191736063599894,20.597376589319193
126,20.420457729926476,20.16945543197485,20.57290282157751
998,20.47703990482149,20.241671437308902,20.685377915700276
860,20.432527542114258,20.24947660940665,20.556171558521413
999,20.421527882732413,20.207819691410773,20.594599789412563
167,20.3808530464332,20.145788839172617,20.59201721766005
204,20.129138599742543,20.061351544929273,20.43582991397742
889,20.46897930774874,20.272226759530966,20.66024617315496
1505,20.50517945211442,20.254316611368147,20.64096025560723
141,20.32356122513892,20.153983989232024,20.47772165755151
143,20.240856260061264,20.110073387622833,20.401445657014847
144,20.295259714126587,20.118124842643738,20.539735531806947
651,20.379448042975532,20.23003062495479,20.56410464534053
145,20.275971235230912,20.101537172184432,20.453994950582814
1012,20.42677619934082,20.198666877746582,20.61102045059204
1013,20.422525675791615,20.209258025547243,20.595828074329305
1017,20.37735263120781,20.177222859898045,20.562858680305357
203,20.268128410975137,20.095359007517498,20.48078816731771
779,20.42420053270128,20.207726754082575,20.640794864230685
813,20.168508277219885,20.02730380787569,20.34905500972972
1560,20.38389030415961,20.176684866560265,20.552713150673725
1024,20.35177791327761,20.174139608416642,20.546920530977307
1027,20.39589247552518,20.198819708500512,20.548268568461836
227,20.3462827277906,20.215270880496863,20.530035423510004
755,20.324722983620383,20.160153822465375,20.566093261229163
1020,20.39955150314242,20.18816105803551,20.59754899231314
741,20.35779920481317,20.15708950880669,20.527231925460416
1021,20.340599619109057,20.14481240853496,20.51137681939136
218,20.23487653230366,20.065812930726167,20.45776032564933
1564,20.353214866236637,20.15459038081922,20.600434604444
1028,20.31781665758155,20.10045946055445,20.571558985216864
1033,20.287264413673785,20.1052392927628,20.51634060737141
814,20.315257796824305,20.16596209416624,20.497341343613922
219,20.36692290212594,20.130545560051413,20.599227718278474
244,20.43436727718431,20.201407685571787,20.523960502780213
588,20.349089045583465,20.085651951071657,20.468740227781694
258,20.355724101596408,20.15019948747423,20.528802575005425
242,20.313842244895106,20.08877853025873,20.445373351315418
257,20.270523908661634,20.128509040770492,20.494344602755415
590,20.173354078222204,19.962411668565537,20.342350076746058
239,20.23085142531485,20.098470238019836,20.435786229259563
238,20.19118830622459,20.077307292393275,20.44278335571289
1072,20.36242091802903,20.21340655103142,20.55169924983272
1073,20.404739568108006,20.18556082876105,20.6877475035818
251,20.317801399836465,20.17737394665915,20.50002085973346
1257,20.313272025110113,20.12927765375631,20.543138145290495
1485,20.331532592447395,20.16747985742031,20.505018087533806
1255,20.29972577659033,20.133667127547724,20.524752389231036
1259,20.305434816788328,20.124033174174887,20.55131294442423
1241,20.33851117354173,20.17276433797983,20.50753277998704
1486,20.306929655677767,20.143162128207408,20.480434914060684
272,20.186131690312358,20.079853872651036,20.429646501263367
877,20.39206902714858,20.196587654009257,20.619773435499337
497,20.378216503920715,20.18837904365142,20.58287475911362
90,20.394552957761537,20.18170435445292,20.531031728624463
83,20.38440221384031,20.17007416541423,20.54476897213437
92,20.40621873104211,20.143780795010652,20.54285159255519
569,20.40641265079893,20.108219672893657,20.555995119029078
874,20.335647892068934,20.146433759618688,20.546244268064147
902,20.400699521055316,20.203063001727113,20.590084283658772
1447,20.29979147778207,20.11380112946218,20.50488869398371
21,20.378005749970963,20.17134363674423,20.536834244589205
479,20.37856840493416,20.201510215569222,20.55522387901659
264,20.347686689727162,20.18384649315659,20.508717789941905
495,20.38053774107196,20.20679050139113,20.61143970753678
875,20.44093181734396,20.199012177928648,20.587281262964233
87,20.294002007747043,20.111898795418117,20.477883380392324
1230,20.363228646191683,20.134412705898285,20.620575390078805
1063,20.166450023651123,20.046842806267016,20.377173813906584
547,20.190411177135648,20.0512212117513,20.42728714715867
544,20.3442700992931,20.116020917892456,20.501723896373402
280,20.346705925173875,20.173698285730875,20.548665953845514
1448,20.28506023431915,20.12566859426062,20.47525580412422
1064,20.304710210998202,20.0905042346058,20.469212776976207
596,20.170402581351144,20.01862324305943,20.467687497820172
309,20.26382737689548,20.142040676540798,20.50197097990248
597,20.17608776092529,20.02311145237514,20.419601058959962
285,20.30423885843028,20.132611012113266,20.540351259535637
1227,20.21628861200242,19.97487349737258,20.495805831182572
124,20.39284288122299,20.166431873402697,20.537421145337692
308,20.362958463033042,20.13964246114095,20.577900060017903
286,20.318964618470023,20.10350780732642,20.50613363208689
63,20.35758525303432,20.139601407732282,20.476805659702848
519,20.279378981817338,20.073985236031668,20.53318169003441
1214,20.3846448781539,20.125500075671138,20.667659980099216
929,20.374165470906732,20.197747060296173,20.59225423596871
571,20.308565457661945,20.05841525395711,20.53758970896403
1233,20.37080304924099,19.983039779224615,20.65229278871383
1277,20.46770078485662,20.272406651423527,20.63744969134564
574,20.163742754194473,19.98576063579983,20.407254536946613
1092,20.25645300202769,20.09807550965859,20.485961265751882
86,20.34967623258892,20.14829417780826,20.562094828957004
1091,20.336212989387164,20.14842956437977,20.513673703604884
675,20.33243161637262,20.12623536823601,20.571163303804713
1305,20.435832220660753,20.222958478060637,20.693976244650596
1087,20.44879493713379,20.211197370641372,20.732048707849838
296,20.254241605348223,20.10867548592483,20.476393953154357
1103,20.34102321632855,20.164225932645696,20.600790485454972
476,20.386844976161555,20.222554493725784,20.576948181400454
297,20.402594089508057,20.211904634128917,20.591743881052192
525,20.32914361499605,20.199249085925874,20.53874975537497
298,20.2714527612445,20.142484314140233,20.51907651177768
1069,20.37810629186496,20.189945113491003,20.566852596444143
503,20.38233093988328,20.16960371108282,20.630562555222284
300,20.374378796920034,20.181043587842034,20.63804369065368
526,20.426386686471794,20.218008774977463,20.663487837864803
490,20.43298586065119,20.26618589921431,20.56531115445224
97,20.48265064272106,20.222024542653664,20.6627438537076
313,20.466052388035973,20.241736744725426,20.608803283336552
311,20.375327609834216,20.254221779959543,20.605729057675315
469,20.420112569424795,20.196797596692196,20.55369668967311
318,20.445508003234863,20.244658946990967,20.635042599269322
438,20.511442377212198,20.322800889928292,20.678143886809654
924,20.596639026295055,20.36030691320246,20.731103897094727
319,20.28163585662842,20.1325722694397,20.65086030960083
457,20.350951526298033,20.181219256487015,20.475259920046565
113,20.38335521885606,20.1793791661497,20.535351393652743
1,20.305621301560176,20.185847781953356,20.543844059535434
928,20.424315079398777,20.27935152468474,20.610783701357633
553,20.31483176549276,20.16843423843384,20.522208468119302
555,20.346703661405122,20.21155788715069,20.58250858600323
1337,20.378080705801647,20.214635097980498,20.569771504402162
1474,20.284274159215432,20.168604244843372,20.421539443632515
1463,20.38754664494441,20.196154521061825,20.57119728088379
441,20.4207598195089,20.19371097159321,20.566571809940182
1411,20.469865829963993,20.237176709058808,20.71814586670418
1414,20.508145372491136,20.340127924868934,20.698405908283434
140,20.554929351806642,20.2455078125,20.648083782196046
871,20.32116791357036,20.190794305392366,20.54961516679544
139,20.37492971420288,20.239333629608154,20.601193809509276
1437,20.34766157049882,20.196357425890472,20.607403504221065
1098,20.309518871450784,20.207629856310394,20.570310549628466
1332,20.24116605122884,20.15530637105306,20.39453716278076
1404,20.354923209888025,20.174750488076434,20.579399224095695
150,20.3369327936417,20.18623739389273,20.63738825871394
1363,20.484645048777264,20.206033759646946,20.68600230746799
517,20.33538101196289,20.15759745279948,20.48093546549479
1361,20.460867869059246,20.233859481811525,20.585956192016603
134,20.43062479496002,20.18500671386719,20.606257367134095
1483,20.34445774311922,20.16431419216857,20.632409193077866
1358,20.316049621218728,20.198493117377872,20.42928273337228
1082,20.259535185496013,20.124707656436495,20.525057718488906
425,20.219409779139927,20.0734404700143,20.337743241446358
354,20.41132098978216,20.140056783502754,20.549305135553535
809,20.31544186472893,20.134661561250688,20.475795996189117
1397,20.39758951910611,20.256106036832964,20.50859935804345
408,20.27962875366211,20.110326355901258,20.596774643865125
153,20.421058807373047,20.178265838623048,20.604421783447265
1473,20.234803181966146,20.086043548583984,20.445609296162925
352,20.441892623901367,20.219488525390624,20.72492370605469
1464,20.334355374600026,20.136539572857796,20.547403660226376
454,20.244510431047104,20.080157820000707,20.451318217409025
1398,20.42617552384086,20.245092955879542,20.524586287788722
1209,20.387806838989256,20.214711380004882,20.525729995727538
1399,20.412771983024403,20.278317402570675,20.514547396928837
351,20.39619016647339,20.201130867004395,20.580648183822632
1203,20.354293232470486,20.223777433412266,20.46647073526298
350,20.321764772588555,20.20280023054643,20.5156530900435
1365,20.372265243530272,20.247164055153174,20.494947405214663
1390,20.401814148415646,20.250235145269002,20.487881448071075
385,20.210928783416747,20.090440521240236,20.565112895965576
1368,20.268281767968418,20.160892590373553,20.452085767473495
1114,20.22142552220544,20.13099453061126,20.462695099586664
347,20.351619561513264,20.193507194519043,20.54327122370402
487,20.316136016845704,20.157245056152345,20.553306381225585
1200,20.276190135789953,20.136189585146695,20.429614046345588
1388,20.356398006280262,20.227670113245647,20.50892796119054
1131,20.37311363220215,20.171228832668728,20.54104497697618
367,20.41558783958698,20.172275872066102,20.547444389606344
151,20.35007908116633,20.13015026303392,20.551596032914205
149,20.37214469909668,20.105220314200597,20.573844232632002
345,20.22799129486084,20.0811824798584,20.41612434387207
471,20.184988066113952,20.077218474215094,20.331712875688126
869,20.223722137388634,20.10983241190676,20.422100043687664
1529,20.304740104675293,20.200813980102538,20.389303512573242
1128,20.18884789943695,19.971965591112774,20.488536576430004
870,20.300121573337996,20.131384534189902,20.49038876385328
1199,20.29716761452811,20.145219475882396,20.457789639064245
1384,20.382323804108992,20.19615167811297,20.486360881639563
409,20.290067195892334,20.14096124966939,20.509311040242512
473,20.182501041783695,20.083118995734022,20.396214679279158
17,20.378357621632755,20.106834942891716,20.53963001895713
365,20.423316535949706,20.14716974258423,20.575437440872193
1541,20.39736354594328,20.263824696443518,20.5151681705397
1127,20.184730786543625,20.108898382920486,20.479627976050743
402,20.20862579345703,20.075837023117963,20.51339070937213
1171,20.222690790349787,20.09023246765137,20.41259668523615
1496,20.221376747213384,20.137190516277027,20.358925183614094
868,20.148794000079523,20.05496420800933,20.276838587527454
1528,20.140372543718346,20.044309215449807,20.286317712218317
400,20.14445187063778,20.058790431303137,20.51106980267693
1170,20.13028785448034,20.06594399560856,20.234167139238448
399,20.163974436318004,20.056554468666636,20.473832432816668
1567,20.28756957151452,20.147938086062062,20.41639131429244
451,20.12298694690624,20.041713681254354,20.421718117240424
1585,20.281504737006294,20.178183873494465,20.40365149482848
1569,20.16058636057204,20.044992246489596,20.2943706581558
472,20.143740982305808,20.0684941088567,20.261093014576396
1586,20.206475513082154,20.09269254979953,20.32132232021278
417,20.199171509541255,20.059379510476557,20.44241929390061
1570,20.234694459097724,20.07714001246861,20.371488451276505
1189,20.094939907177075,19.984852125837996,20.210634984196844
1578,20.161980330739233,20.048094038291485,20.268935380522738
1575,20.203962371462868,20.103353454953147,20.33306730361212
896,20.321090507507325,20.1141149520874,20.454158782958984
1577,20.13567029308359,20.00507238766873,20.264326085612332
414,20.137280110959654,20.028339739199037,20.305825763278538
1572,20.174752825379635,20.046561209431243,20.292121806853096
1603,20.219778582346525,20.070752116416,20.339853815037568
1124,20.136246412228314,20.02249134096325,20.373169157240127
413,20.16350223834698,20.003085532555215,20.329776529165414
411,20.042582111973918,19.98333598721412,20.36566691244802
410,20.047202428181965,19.98747952779134,20.3542727515811
867,20.128251940475227,19.968241640529072,20.359120900972727
1556,20.200131607055663,20.052172088623045,20.301552963256835
1178,20.243779591151647,20.08407849850862,20.393212525740914
599,20.28547244735911,19.98812243304675,20.440846920013428
1187,20.001553760875357,19.95276386607777,20.122412012273614
577,20.007820157443774,19.95600414276123,20.384842367733228
1545,20.07503617787837,19.96194953664708,20.2451806290451
578,20.137301268715635,19.9700175499863,20.35660609901615
430,20.067750804564533,19.953437286264755,20.411422112408808
1150,20.05999890789715,19.95611526455942,20.307872938797463
906,20.099155206391305,19.959513068921638,20.363446472630358
907,20.03501564401095,19.95607268536677,20.264332092785445
613,20.170825454759303,19.997606905350775,20.38597307145966
914,20.0543903149433,19.962856772523487,20.25325422701628
1554,20.09576360157558,19.963461548941478,20.231834942953927
1164,20.06529008169023,19.977573194957916,20.226966718643432
1162,20.05195872884401,19.971797459562058,20.25998249859877
